family	presentation	kind	owner	coefficient	incidence	lineage
baseline	2	sample_q	1:3:2	-450/65333	-3	11795852869117260354
baseline	2	sample_q	1:3:3	-1080/65333	-3	11795852869117260354
baseline	2	sample_q	1:3:4	-2592/65333	-3	11795852869117260354
baseline	2	sample_p	2:0:0	2560/11317	-2	11795852869117260352
baseline	2	sample_p	2:0:1	-3125/22634	-2	11795852869117260352
baseline	2	sample_p	2:0:2	-2500/11317	-2	11795852869117260352
baseline	2	sample_p	2:0:3	-4000/11317	-2	11795852869117260352
baseline	2	sample_q	2:0:0	1280/11317	-2	11795852869117260352
baseline	2	sample_q	2:0:1	-512/11317	-2	11795852869117260352
baseline	2	sample_q	2:0:2	625/22634	-2	11795852869117260352
baseline	2	sample_q	2:0:3	500/11317	-2	11795852869117260352
baseline	2	sample_q	2:0:4	800/11317	-2	11795852869117260352
baseline	2	sample_p	2:1:0	1600/11317	-2	11795852869117260353
baseline	2	sample_p	2:1:1	2560/11317	-2	11795852869117260353
baseline	2	sample_p	2:1:2	-3125/22634	-2	11795852869117260353
baseline	2	sample_p	2:1:3	-2500/11317	-2	11795852869117260353
baseline	2	sample_q	2:1:0	800/11317	-2	11795852869117260353
baseline	2	sample_q	2:1:1	-320/11317	-2	11795852869117260353
baseline	2	sample_q	2:1:2	-512/11317	-2	11795852869117260353
baseline	2	sample_q	2:1:3	625/22634	-2	11795852869117260353
baseline	2	sample_q	2:1:4	500/11317	-2	11795852869117260353
baseline	2	sample_p	2:2:0	1000/11317	-2	11795852869117260354
baseline	2	sample_p	2:2:1	1600/11317	-2	11795852869117260354
baseline	2	sample_p	2:2:2	2560/11317	-2	11795852869117260354
baseline	2	sample_p	2:2:3	-3125/22634	-2	11795852869117260354
baseline	2	sample_q	2:2:0	500/11317	-2	11795852869117260354
baseline	2	sample_q	2:2:1	-200/11317	-2	11795852869117260354
baseline	2	sample_q	2:2:2	-320/11317	-2	11795852869117260354
baseline	2	sample_q	2:2:3	-512/11317	-2	11795852869117260354
baseline	2	sample_q	2:2:4	625/22634	-2	11795852869117260354
baseline	2	sample_p	2:3:0	625/11317	-2	11795852869117260355
baseline	2	sample_p	2:3:1	1000/11317	-2	11795852869117260355
baseline	2	sample_p	2:3:2	1600/11317	-2	11795852869117260355
baseline	2	sample_p	2:3:3	2560/11317	-2	11795852869117260355
baseline	2	sample_q	2:3:0	625/22634	-2	11795852869117260355
baseline	2	sample_q	2:3:1	-125/11317	-2	11795852869117260355
baseline	2	sample_q	2:3:2	-200/11317	-2	11795852869117260355
baseline	2	sample_q	2:3:3	-320/11317	-2	11795852869117260355
baseline	2	sample_q	2:3:4	-512/11317	-2	11795852869117260355
baseline	2	sample_p	3:0:0	160/3381	-1	11795852869117260353
baseline	2	sample_p	3:0:1	-3125/6762	-1	11795852869117260353
baseline	2	sample_p	3:0:2	-1250/3381	-1	11795852869117260353
baseline	2	sample_p	3:0:3	-1000/3381	-1	11795852869117260353
baseline	2	sample_q	3:0:0	160/3381	-1	11795852869117260353
baseline	2	sample_q	3:0:1	-32/3381	-1	11795852869117260353
baseline	2	sample_q	3:0:2	625/6762	-1	11795852869117260353
baseline	2	sample_q	3:0:3	250/3381	-1	11795852869117260353
baseline	2	sample_q	3:0:4	200/3381	-1	11795852869117260353
baseline	2	sample_p	3:1:0	200/3381	-1	11795852869117260354
baseline	2	sample_p	3:1:1	160/3381	-1	11795852869117260354
baseline	2	sample_p	3:1:2	-3125/6762	-1	11795852869117260354
baseline	2	sample_p	3:1:3	-1250/3381	-1	11795852869117260354
baseline	2	sample_q	3:1:0	200/3381	-1	11795852869117260354
baseline	2	sample_q	3:1:1	-40/3381	-1	11795852869117260354
baseline	2	sample_q	3:1:2	-32/3381	-1	11795852869117260354
baseline	2	sample_q	3:1:3	625/6762	-1	11795852869117260354
baseline	2	sample_q	3:1:4	250/3381	-1	11795852869117260354
baseline	2	sample_p	3:2:0	250/3381	-1	11795852869117260355
baseline	2	sample_p	3:2:1	200/3381	-1	11795852869117260355
baseline	2	sample_p	3:2:2	160/3381	-1	11795852869117260355
baseline	2	sample_p	3:2:3	-3125/6762	-1	11795852869117260355
baseline	2	sample_q	3:2:0	250/3381	-1	11795852869117260355
baseline	2	sample_q	3:2:1	-50/3381	-1	11795852869117260355
baseline	2	sample_q	3:2:2	-40/3381	-1	11795852869117260355
baseline	2	sample_q	3:2:3	-32/3381	-1	11795852869117260355
baseline	2	sample_q	3:2:4	625/6762	-1	11795852869117260355
baseline	2	sample_p	3:3:0	625/6762	-1	11795852869117260356
baseline	2	sample_p	3:3:1	250/3381	-1	11795852869117260356
baseline	2	sample_p	3:3:2	200/3381	-1	11795852869117260356
baseline	2	sample_p	3:3:3	160/3381	-1	11795852869117260356
baseline	2	sample_q	3:3:0	625/6762	-1	11795852869117260356
baseline	2	sample_q	3:3:1	-125/6762	-1	11795852869117260356
baseline	2	sample_q	3:3:2	-50/3381	-1	11795852869117260356
baseline	2	sample_q	3:3:3	-40/3381	-1	11795852869117260356
baseline	2	sample_q	3:3:4	-32/3381	-1	11795852869117260356
baseline	2	sample_p	4:0:0	0/1	0	11795852869117260354
baseline	2	sample_p	4:0:1	-1/2	0	11795852869117260354
baseline	2	sample_p	4:0:2	0/1	0	11795852869117260354
baseline	2	sample_p	4:0:3	0/1	0	11795852869117260354
baseline	2	sample_q	4:0:0	0/1	0	11795852869117260354
baseline	2	sample_q	4:0:1	0/1	0	11795852869117260354
baseline	2	sample_q	4:0:2	1/10	0	11795852869117260354
baseline	2	sample_q	4:0:3	0/1	0	11795852869117260354
baseline	2	sample_q	4:0:4	0/1	0	11795852869117260354
baseline	2	sample_p	4:1:0	0/1	0	11795852869117260355
baseline	2	sample_p	4:1:1	0/1	0	11795852869117260355
baseline	2	sample_p	4:1:2	-1/2	0	11795852869117260355
